points/segment = 2000
x-axis,signal1,signal2
second,Volt,Volt
+17.65300E-03,+29.49800E-03,+3.30511184E+00
+17.70250E-03,+25.31390E-03,+3.30490263E+00
+17.75200E-03,+25.31390E-03,+3.30124155E+00
+17.80150E-03,+26.25533E-03,+3.30124155E+00
+17.85100E-03,+29.49800E-03,+3.30124155E+00
+17.90050E-03,+29.49800E-03,+3.30406581E+00
+17.95000E-03,+27.92897E-03,+3.30124155E+00
+17.99950E-03,+25.31390E-03,+3.29883569E+00
+18.04900E-03,+29.49800E-03,+3.30322899E+00
+18.09850E-03,+29.49800E-03,+3.30322899E+00
+18.14800E-03,+27.71976E-03,+3.30124155E+00
+18.19750E-03,+25.31390E-03,+3.30124155E+00
+18.24700E-03,+29.49800E-03,+3.30260138E+00
+18.29650E-03,+25.31390E-03,+3.30542565E+00
+18.34600E-03,+25.31390E-03,+3.30124155E+00
+18.39550E-03,+25.31390E-03,+3.30542565E+00
+18.44500E-03,+25.31390E-03,+3.30176456E+00
+18.49450E-03,+25.31390E-03,+3.30542565E+00
+18.54400E-03,+25.31390E-03,+3.30542565E+00
+18.59350E-03,+25.31390E-03,+3.30134615E+00
+18.64300E-03,+25.62771E-03,+3.30511184E+00
+18.69250E-03,+29.49800E-03,+3.30124155E+00
+18.74200E-03,+26.04612E-03,+3.30542565E+00
+18.79150E-03,+25.31390E-03,+3.30448422E+00
+18.84100E-03,+25.31390E-03,+3.30657627E+00
+18.89050E-03,+25.31390E-03,+3.30542565E+00
+18.94000E-03,+25.31390E-03,+3.30385661E+00
+18.98950E-03,+25.31390E-03,+3.30301979E+00
+19.03900E-03,+27.30135E-03,+3.30542565E+00
+19.08850E-03,+25.31390E-03,+3.30124155E+00
+19.13800E-03,+23.53566E-03,+3.30124155E+00
+19.18750E-03,+26.88294E-03,+3.30124155E+00
+19.23700E-03,+28.13817E-03,+3.30124155E+00
+19.28650E-03,+28.34738E-03,+3.30427502E+00
+19.33600E-03,+25.31390E-03,+3.30542565E+00
+19.38550E-03,+26.04612E-03,+3.30542565E+00
+19.43500E-03,+25.31390E-03,+3.30124155E+00
+19.48450E-03,+25.62771E-03,+3.30124155E+00
+19.53400E-03,+25.41851E-03,+3.29705745E+00
+19.58350E-03,+25.31390E-03,+3.30113694E+00
+19.63300E-03,+25.31390E-03,+3.30511184E+00
+19.68250E-03,+28.97499E-03,+3.30124155E+00
+19.73200E-03,+25.31390E-03,+3.30124155E+00
+19.78150E-03,+25.31390E-03,+3.30124155E+00
+19.83100E-03,+28.34738E-03,+3.30124155E+00
+19.88050E-03,+26.67374E-03,+3.30124155E+00
+19.93000E-03,+25.31390E-03,+3.30281058E+00
+19.97950E-03,+27.71976E-03,+3.30124155E+00
+20.02900E-03,+29.49800E-03,+3.30343820E+00
+20.07850E-03,+27.30135E-03,+3.30542565E+00
+20.12800E-03,+29.49800E-03,+3.30124155E+00
+20.17750E-03,+29.49800E-03,+3.30542565E+00
+20.22700E-03,+25.31390E-03,+3.30542565E+00
+20.27650E-03,+25.31390E-03,+3.30542565E+00
+20.32600E-03,+25.31390E-03,+3.30448422E+00
+20.37550E-03,+29.49800E-03,+3.30542565E+00
+20.42500E-03,+25.83692E-03,+3.30542565E+00
+20.47450E-03,+29.18420E-03,+3.30542565E+00
+20.52400E-03,+25.31390E-03,+3.30542565E+00
+20.57350E-03,+29.49800E-03,+3.30134615E+00
+20.62300E-03,+29.18420E-03,+3.30542565E+00
+20.67250E-03,+25.83692E-03,+3.30176456E+00
+20.72200E-03,+28.76579E-03,+3.30197376E+00
+20.77150E-03,+25.31390E-03,+3.30542565E+00
+20.82100E-03,+25.31390E-03,+3.30124155E+00
+20.87050E-03,+25.31390E-03,+3.30260138E+00
+20.92000E-03,+25.31390E-03,+3.30542565E+00
+20.96950E-03,+25.31390E-03,+3.30783150E+00
+21.01900E-03,+25.31390E-03,+3.30542565E+00
+21.06850E-03,+23.32646E-03,+3.30542565E+00
+21.11800E-03,+25.31390E-03,+3.30542565E+00
+21.16750E-03,+25.31390E-03,+3.30385661E+00
+21.21700E-03,+25.31390E-03,+3.30542565E+00
+21.26650E-03,+22.28043E-03,+3.30542565E+00
+21.31600E-03,+25.31390E-03,+3.30542565E+00
+21.36550E-03,+24.58169E-03,+3.30197376E+00
+21.41500E-03,+24.79089E-03,+3.30490263E+00
+21.46450E-03,+25.31390E-03,+3.30155535E+00
+21.51400E-03,+21.23441E-03,+3.30134615E+00
+21.56350E-03,+25.31390E-03,+3.30134615E+00
+21.61300E-03,+25.31390E-03,+3.30155535E+00
+21.66250E-03,+25.31390E-03,+3.30176456E+00
+21.71200E-03,+25.31390E-03,+3.30124155E+00
+21.76150E-03,+29.49800E-03,+3.30124155E+00
+21.81100E-03,+25.31390E-03,+3.30124155E+00
+21.86050E-03,+26.67374E-03,+3.30542565E+00
+21.91000E-03,+25.31390E-03,+3.30124155E+00
+21.95950E-03,+25.31390E-03,+3.30542565E+00
+22.00900E-03,+23.32646E-03,+3.30542565E+00
+22.05850E-03,+29.49800E-03,+3.30542565E+00
+22.10800E-03,+29.49800E-03,+3.30542565E+00
+22.15750E-03,+26.88294E-03,+3.30542565E+00
+22.20700E-03,+26.67374E-03,+3.30542565E+00
+22.25650E-03,+28.34738E-03,+3.30542565E+00
+22.30600E-03,+25.31390E-03,+3.30542565E+00
+22.35550E-03,+29.49800E-03,+3.30542565E+00
+22.40500E-03,+28.97499E-03,+3.30542565E+00
+22.45450E-03,+29.49800E-03,+3.30511184E+00
+22.50400E-03,+29.39340E-03,+3.30542565E+00
+22.55350E-03,+25.31390E-03,+3.30134615E+00
+22.60300E-03,+25.31390E-03,+3.30124155E+00
+22.65250E-03,+25.31390E-03,+3.30908673E+00
+22.70200E-03,+25.31390E-03,+3.30542565E+00
+22.75150E-03,+25.31390E-03,+3.30448422E+00
+22.80100E-03,+26.46453E-03,+3.30427502E+00
+22.85050E-03,+26.67374E-03,+3.30542565E+00
+22.90000E-03,+25.31390E-03,+3.30542565E+00
+22.94950E-03,+22.90805E-03,+3.30124155E+00
+22.99900E-03,+25.31390E-03,+3.30322899E+00
+23.04850E-03,+25.31390E-03,+3.30124155E+00
+23.09800E-03,+25.31390E-03,+3.30542565E+00
+23.14750E-03,+25.31390E-03,+3.30281058E+00
+23.19700E-03,+25.31390E-03,+3.30406581E+00
+23.24650E-03,+25.31390E-03,+3.30427502E+00
+23.29600E-03,+25.31390E-03,+3.30124155E+00
+23.34550E-03,+25.31390E-03,+3.30469343E+00
+23.39500E-03,+21.65282E-03,+3.30176456E+00
+23.44450E-03,+29.49800E-03,+3.30124155E+00
+23.49400E-03,+25.31390E-03,+3.30134615E+00
+23.54350E-03,+25.31390E-03,+3.30532104E+00
+23.59300E-03,+25.31390E-03,+3.30124155E+00
+23.64250E-03,+25.83692E-03,+3.30176456E+00
+23.69200E-03,+28.76579E-03,+3.30197376E+00
+23.74150E-03,+25.31390E-03,+3.30542565E+00
+23.79100E-03,+25.31390E-03,+3.30427502E+00
+23.84050E-03,+25.31390E-03,+3.30124155E+00
+23.89000E-03,+27.92897E-03,+3.30281058E+00
+23.93950E-03,+27.09215E-03,+3.30542565E+00
+23.98900E-03,+25.31390E-03,+3.30124155E+00
+24.03850E-03,+27.30135E-03,+3.30343820E+00
+24.08800E-03,+25.31390E-03,+3.30124155E+00
+24.13750E-03,+25.31390E-03,+3.30281058E+00
+24.18700E-03,+29.49800E-03,+3.30260138E+00
+24.23650E-03,+26.46453E-03,+3.30239217E+00
+24.28600E-03,+26.25533E-03,+3.30542565E+00
+24.33550E-03,+29.49800E-03,+3.30542565E+00
+24.38500E-03,+29.49800E-03,+3.30176456E+00
+24.43450E-03,+29.49800E-03,+3.30542565E+00
+24.48400E-03,+29.49800E-03,+3.30542565E+00
+24.53350E-03,+25.41851E-03,+3.30542565E+00
+24.58300E-03,+25.31390E-03,+3.30573945E+00
+24.63250E-03,+25.83692E-03,+3.30908673E+00
+24.68200E-03,+26.04612E-03,+3.30542565E+00
+24.73150E-03,+25.31390E-03,+3.30542565E+00
+24.78100E-03,+21.12980E-03,+3.30239217E+00
+24.83050E-03,+25.31390E-03,+3.30542565E+00
+24.88000E-03,+26.88294E-03,+3.30542565E+00
+24.92950E-03,+27.71976E-03,+3.30960975E+00
+24.97900E-03,+27.30135E-03,+3.30322899E+00
+25.02850E-03,+27.51056E-03,+3.30542565E+00
+25.07800E-03,+29.49800E-03,+3.30542565E+00
+25.12750E-03,+29.49800E-03,+3.30542565E+00
+25.17700E-03,+25.31390E-03,+3.30824991E+00
+25.22650E-03,+29.49800E-03,+3.30657627E+00
+25.27600E-03,+29.49800E-03,+3.30218297E+00
+25.32550E-03,+25.31390E-03,+3.30542565E+00
+25.37500E-03,+29.49800E-03,+3.30594866E+00
+25.42450E-03,+25.31390E-03,+3.30542565E+00
+25.47400E-03,+25.31390E-03,+3.30124155E+00
+25.52350E-03,+29.39340E-03,+3.30532104E+00
+25.57300E-03,+29.49800E-03,+3.30155535E+00
+25.62250E-03,+29.49800E-03,+3.30490263E+00
+25.67200E-03,+25.31390E-03,+3.30124155E+00
+25.72150E-03,+29.49800E-03,+3.30124155E+00
+25.77100E-03,+25.31390E-03,+3.30427502E+00
+25.82050E-03,+28.13817E-03,+3.30124155E+00
+25.87000E-03,+29.49800E-03,+3.30385661E+00
+25.91950E-03,+25.31390E-03,+3.30364740E+00
+25.96900E-03,+27.30135E-03,+3.30322899E+00
+26.01850E-03,+29.49800E-03,+3.30322899E+00
+26.06800E-03,+29.49800E-03,+3.30542565E+00
+26.11750E-03,+29.49800E-03,+3.30542565E+00
+26.16700E-03,+29.49800E-03,+3.30406581E+00
+26.21650E-03,+29.49800E-03,+3.30542565E+00
+26.26600E-03,+29.49800E-03,+3.30542565E+00
+26.31550E-03,+29.49800E-03,+3.30542565E+00
+26.36500E-03,+28.97499E-03,+3.30594866E+00
+26.41450E-03,+29.49800E-03,+3.30542565E+00
+26.46400E-03,+29.49800E-03,+3.30542565E+00
+26.51350E-03,+29.49800E-03,+3.30542565E+00
+26.56300E-03,+25.31390E-03,+3.30542565E+00
+26.61250E-03,+29.49800E-03,+3.30176456E+00
+26.66200E-03,+26.04612E-03,+3.30542565E+00
+26.71150E-03,+25.31390E-03,+3.30542565E+00
+26.76100E-03,+29.49800E-03,+3.30239217E+00
+26.81050E-03,+28.13817E-03,+3.30406581E+00
+26.86000E-03,+29.49800E-03,+3.30281058E+00
+26.90950E-03,+31.27625E-03,+3.30364740E+00
+26.95900E-03,+27.51056E-03,+3.30322899E+00
+27.00850E-03,+29.49800E-03,+3.30124155E+00
+27.05800E-03,+27.09215E-03,+3.30301979E+00
+27.10750E-03,+27.92897E-03,+3.30542565E+00
+27.15700E-03,+29.49800E-03,+3.30542565E+00
+27.20650E-03,+29.49800E-03,+3.30542565E+00
+27.25600E-03,+28.55658E-03,+3.30542565E+00
+27.30550E-03,+26.04612E-03,+3.30542565E+00
+27.35500E-03,+28.97499E-03,+3.30542565E+00
+27.40450E-03,+29.18420E-03,+3.30124155E+00
+27.45400E-03,+29.39340E-03,+3.30124155E+00
+27.50350E-03,+25.31390E-03,+3.30542565E+00
+27.55300E-03,+29.49800E-03,+3.30155535E+00
+27.60250E-03,+29.49800E-03,+3.30542565E+00
+27.65200E-03,+26.04612E-03,+3.30124155E+00
+27.70150E-03,+26.25533E-03,+3.30218297E+00
+27.75100E-03,+25.31390E-03,+3.30542565E+00
+27.80050E-03,+28.13817E-03,+3.30542565E+00
+27.85000E-03,+26.88294E-03,+3.30542565E+00
+27.89950E-03,+25.31390E-03,+3.30542565E+00
+27.94900E-03,+25.31390E-03,+3.30322899E+00
+27.99850E-03,+25.31390E-03,+3.30124155E+00
+28.04800E-03,+25.31390E-03,+3.30364740E+00
+28.09750E-03,+26.88294E-03,+3.30542565E+00
+28.14700E-03,+25.31390E-03,+3.30542565E+00
+28.19650E-03,+26.46453E-03,+3.30542565E+00
+28.24600E-03,+26.25533E-03,+3.30542565E+00
+28.29550E-03,+26.04612E-03,+3.30542565E+00
+28.34500E-03,+25.83692E-03,+3.30124155E+00
+28.39450E-03,+25.62771E-03,+3.30542565E+00
+28.44400E-03,+29.49800E-03,+3.30542565E+00
+28.49350E-03,+29.49800E-03,+3.30134615E+00
+28.54300E-03,+25.62771E-03,+3.30124155E+00
+28.59250E-03,+25.31390E-03,+3.30176456E+00
+28.64200E-03,+25.31390E-03,+3.30542565E+00
+28.69150E-03,+25.31390E-03,+3.30448422E+00
+28.74100E-03,+25.31390E-03,+3.30239217E+00
+28.79050E-03,+25.31390E-03,+3.30260138E+00
+28.84000E-03,+26.88294E-03,+3.30385661E+00
+28.88950E-03,+27.71976E-03,+3.30542565E+00
+28.93900E-03,+27.30135E-03,+3.30542565E+00
+28.98850E-03,+27.51056E-03,+3.30542565E+00
+29.03800E-03,+27.09215E-03,+3.30301979E+00
+29.08750E-03,+29.49800E-03,+3.30124155E+00
+29.13700E-03,+25.31390E-03,+3.30260138E+00
+29.18650E-03,+29.49800E-03,+3.30542565E+00
+29.23600E-03,+26.25533E-03,+3.30448422E+00
+29.28550E-03,+26.04612E-03,+3.30197376E+00
+29.33500E-03,+25.31390E-03,+3.30124155E+00
+29.38450E-03,+29.18420E-03,+3.30124155E+00
+29.43400E-03,+29.49800E-03,+3.29705745E+00
+29.48350E-03,+29.39340E-03,+3.30124155E+00
+29.53300E-03,+29.49800E-03,+3.30124155E+00
+29.58250E-03,+29.49800E-03,+3.30542565E+00
+29.63200E-03,+29.49800E-03,+3.30124155E+00
+29.68150E-03,+28.55658E-03,+3.30124155E+00
+29.73100E-03,+25.31390E-03,+3.30124155E+00
+29.78050E-03,+26.67374E-03,+3.30124155E+00
+29.83000E-03,+25.31390E-03,+3.30124155E+00
+29.87950E-03,+27.71976E-03,+3.30301979E+00
+29.92900E-03,+25.31390E-03,+3.30322899E+00
+29.97850E-03,+25.31390E-03,+3.30124155E+00
+30.02800E-03,+27.71976E-03,+3.30124155E+00
+30.07750E-03,+27.92897E-03,+3.29967251E+00
+30.12700E-03,+29.49800E-03,+3.30260138E+00
+30.17650E-03,+25.31390E-03,+3.30542565E+00
+30.22600E-03,+28.55658E-03,+3.30448422E+00
+30.27550E-03,+29.49800E-03,+3.30124155E+00
+30.32500E-03,+25.31390E-03,+3.30124155E+00
+30.37450E-03,+29.18420E-03,+3.30542565E+00
+30.42400E-03,+29.39340E-03,+3.30542565E+00
+30.47350E-03,+29.49800E-03,+3.30542565E+00
+30.52300E-03,+29.49800E-03,+3.30542565E+00
+30.57250E-03,+29.49800E-03,+3.30542565E+00
+30.62200E-03,+28.76579E-03,+3.30124155E+00
+30.67150E-03,+28.55658E-03,+3.30542565E+00
+30.72100E-03,+28.34738E-03,+3.30239217E+00
+30.77050E-03,+29.49800E-03,+3.30124155E+00
+30.82000E-03,+27.92897E-03,+3.30542565E+00
+30.86950E-03,+27.71976E-03,+3.30364740E+00
+30.91900E-03,+25.31390E-03,+3.30343820E+00
+30.96850E-03,+29.49800E-03,+3.30542565E+00
+31.01800E-03,+27.09215E-03,+3.30542565E+00
+31.06750E-03,+29.49800E-03,+3.30542565E+00
+31.11700E-03,+32.32227E-03,+3.30542565E+00
+31.16650E-03,+29.49800E-03,+3.30427502E+00
+31.21600E-03,+29.49800E-03,+3.30542565E+00
+31.26550E-03,+29.49800E-03,+3.30197376E+00
+31.31500E-03,+25.83692E-03,+3.30490263E+00
+31.36450E-03,+29.49800E-03,+3.30542565E+00
+31.41400E-03,+29.49800E-03,+3.30542565E+00
+31.46350E-03,+29.49800E-03,+3.30542565E+00
+31.51300E-03,+29.49800E-03,+3.30124155E+00
+31.56250E-03,+28.97499E-03,+3.30176456E+00
+31.61200E-03,+26.04612E-03,+3.30469343E+00
+31.66150E-03,+25.31390E-03,+3.30448422E+00
+31.71100E-03,+25.31390E-03,+3.30239217E+00
+31.76050E-03,+25.31390E-03,+3.30124155E+00
+31.81000E-03,+27.92897E-03,+3.30124155E+00
+31.85950E-03,+25.31390E-03,+3.30124155E+00
+31.90900E-03,+27.30135E-03,+3.29904489E+00
+31.95850E-03,+25.31390E-03,+3.30124155E+00
+32.00800E-03,+25.31390E-03,+3.30301979E+00
+32.05750E-03,+25.31390E-03,+3.30385661E+00
+32.10700E-03,+25.31390E-03,+3.30542565E+00
+32.15650E-03,+28.34738E-03,+3.30542565E+00
+32.20600E-03,+25.31390E-03,+3.30960975E+00
+32.25550E-03,+28.76579E-03,+3.30542565E+00
+32.30500E-03,+21.12980E-03,+3.30490263E+00
+32.35450E-03,+25.31390E-03,+3.30511184E+00
+32.40400E-03,+29.49800E-03,+3.30532104E+00
+32.45350E-03,+29.49800E-03,+3.30542565E+00
+32.50300E-03,+29.49800E-03,+3.30542565E+00
+32.55250E-03,+29.49800E-03,+3.30490263E+00
+32.60200E-03,+25.31390E-03,+3.30542565E+00
+32.65150E-03,+28.55658E-03,+3.30542565E+00
+32.70100E-03,+26.46453E-03,+3.30542565E+00
+32.75050E-03,+26.67374E-03,+3.30542565E+00
+32.80000E-03,+25.31390E-03,+3.30542565E+00
+32.84950E-03,+25.31390E-03,+3.30720389E+00
+32.89900E-03,+25.31390E-03,+3.30542565E+00
+32.94850E-03,+29.49800E-03,+3.30542565E+00
+32.99800E-03,+29.49800E-03,+3.30542565E+00
+33.04750E-03,+29.49800E-03,+3.30542565E+00
+33.09700E-03,+26.67374E-03,+3.30542565E+00
+33.14650E-03,+3.27939332E+00,+3.30427502E+00
+33.19600E-03,+3.27730127E+00,+3.30542565E+00
+33.24550E-03,+3.28054395E+00,+3.30542565E+00
+33.29500E-03,+3.28472805E+00,+3.30490263E+00
+33.34450E-03,+3.28504185E+00,+3.30542565E+00
+33.39400E-03,+3.28472805E+00,+3.30542565E+00
+33.44350E-03,+3.28472805E+00,+3.30124155E+00
+33.49300E-03,+3.28472805E+00,+3.30124155E+00
+33.54250E-03,+3.28891215E+00,+3.30124155E+00
+33.59200E-03,+3.28817993E+00,+3.30542565E+00
+33.64150E-03,+3.28566947E+00,+3.30542565E+00
+33.69100E-03,+3.28587867E+00,+3.30542565E+00
+33.74050E-03,+3.28891215E+00,+3.30542565E+00
+33.79000E-03,+3.28891215E+00,+3.30542565E+00
+33.83950E-03,+3.28650629E+00,+3.30301979E+00
+33.88900E-03,+3.28472805E+00,+3.30343820E+00
+33.93850E-03,+3.28472805E+00,+3.30124155E+00
+33.98800E-03,+3.28891215E+00,+3.30364740E+00
+34.03750E-03,+3.28891215E+00,+3.30124155E+00
+34.08700E-03,+3.28891215E+00,+3.30406581E+00
+34.13650E-03,+36.71558E-03,+3.30427502E+00
+34.18600E-03,+33.68211E-03,+3.30218297E+00
+34.23550E-03,+32.94989E-03,+3.30124155E+00
+34.28500E-03,+29.49800E-03,+3.30124155E+00
+34.33450E-03,+29.49800E-03,+3.30124155E+00
+34.38400E-03,+25.41851E-03,+3.30124155E+00
+34.43350E-03,+25.31390E-03,+3.30124155E+00
+34.48300E-03,+25.31390E-03,+3.30155535E+00
+34.53250E-03,+28.97499E-03,+3.30542565E+00
+34.58200E-03,+30.23022E-03,+3.30542565E+00
+34.63150E-03,+29.49800E-03,+3.30542565E+00
+34.68100E-03,+28.34738E-03,+3.30427502E+00
+34.73050E-03,+29.49800E-03,+3.30542565E+00
+34.78000E-03,+27.92897E-03,+3.30124155E+00
+34.82950E-03,+25.31390E-03,+3.30124155E+00
+34.87900E-03,+27.51056E-03,+3.30124155E+00
+34.92850E-03,+29.49800E-03,+3.30542565E+00
+34.97800E-03,+29.49800E-03,+3.30542565E+00
+35.02750E-03,+25.31390E-03,+3.30699468E+00
+35.07700E-03,+28.13817E-03,+3.30542565E+00
+35.12650E-03,+25.31390E-03,+3.30657627E+00
+35.17600E-03,+28.55658E-03,+3.30636707E+00
+35.22550E-03,+26.04612E-03,+3.30542565E+00
+35.27500E-03,+25.31390E-03,+3.30542565E+00
+35.32450E-03,+29.18420E-03,+3.30542565E+00
+35.37400E-03,+25.31390E-03,+3.30542565E+00
+35.42350E-03,+25.31390E-03,+3.30553025E+00
+35.47300E-03,+25.31390E-03,+3.30542565E+00
+35.52250E-03,+25.31390E-03,+3.30176456E+00
+35.57200E-03,+25.31390E-03,+3.30469343E+00
+35.62150E-03,+25.31390E-03,+3.30542565E+00
+35.67100E-03,+22.28043E-03,+3.30239217E+00
+35.72050E-03,+25.31390E-03,+3.30824991E+00
+35.77000E-03,+25.31390E-03,+3.30542565E+00
+35.81950E-03,+25.31390E-03,+3.30542565E+00
+35.86900E-03,+25.31390E-03,+3.30542565E+00
+35.91850E-03,+25.31390E-03,+3.30542565E+00
+35.96800E-03,+25.31390E-03,+3.30542565E+00
+36.01750E-03,+25.31390E-03,+3.30804071E+00
+36.06700E-03,+25.31390E-03,+3.30542565E+00
+36.11650E-03,+25.31390E-03,+3.30542565E+00
+36.16600E-03,+24.37248E-03,+3.30542565E+00
+36.21550E-03,+24.58169E-03,+3.30542565E+00
+36.26500E-03,+25.31390E-03,+3.30542565E+00
+36.31450E-03,+25.31390E-03,+3.30542565E+00
+36.36400E-03,+25.31390E-03,+3.30542565E+00
+36.41350E-03,+25.41851E-03,+3.30532104E+00
+36.46300E-03,+25.31390E-03,+3.30124155E+00
+36.51250E-03,+25.31390E-03,+3.30124155E+00
+36.56200E-03,+21.12980E-03,+3.30469343E+00
+36.61150E-03,+25.31390E-03,+3.30542565E+00
+36.66100E-03,+25.31390E-03,+3.30542565E+00
+36.71050E-03,+21.12980E-03,+3.30542565E+00
+36.76000E-03,+25.31390E-03,+3.30385661E+00
+36.80950E-03,+25.31390E-03,+3.30364740E+00
+36.85900E-03,+25.31390E-03,+3.30741309E+00
+36.90850E-03,+25.31390E-03,+3.30542565E+00
+36.95800E-03,+25.31390E-03,+3.30542565E+00
+37.00750E-03,+25.31390E-03,+3.30542565E+00
+37.05700E-03,+23.95407E-03,+3.30542565E+00
+37.10650E-03,+24.16328E-03,+3.30542565E+00
+37.15600E-03,+25.31390E-03,+3.30866832E+00
+37.20550E-03,+25.31390E-03,+3.30887753E+00
+37.25500E-03,+25.31390E-03,+3.30124155E+00
+37.30450E-03,+25.31390E-03,+3.30542565E+00
+37.35400E-03,+21.23441E-03,+3.30542565E+00
+37.40350E-03,+25.31390E-03,+3.30542565E+00
+37.45300E-03,+25.31390E-03,+3.30511184E+00
+37.50250E-03,+25.31390E-03,+3.30542565E+00
+37.55200E-03,+25.31390E-03,+3.30542565E+00
+37.60150E-03,+25.31390E-03,+3.30542565E+00
+37.65100E-03,+25.31390E-03,+3.30124155E+00
+37.70050E-03,+25.31390E-03,+3.30824991E+00
+37.75000E-03,+25.31390E-03,+3.30804071E+00
+37.79950E-03,+25.31390E-03,+3.30542565E+00
+37.84900E-03,+29.49800E-03,+3.30542565E+00
+37.89850E-03,+27.51056E-03,+3.30542565E+00
+37.94800E-03,+25.31390E-03,+3.30124155E+00
+37.99750E-03,+25.31390E-03,+3.30542565E+00
+38.04700E-03,+25.31390E-03,+3.30542565E+00
+38.09650E-03,+25.31390E-03,+3.30657627E+00
+38.14600E-03,+26.25533E-03,+3.30542565E+00
+38.19550E-03,+26.04612E-03,+3.30542565E+00
+38.24500E-03,+28.97499E-03,+3.30542565E+00
+38.29450E-03,+25.31390E-03,+3.30542565E+00
+38.34400E-03,+25.31390E-03,+3.30542565E+00
+38.39350E-03,+25.31390E-03,+3.30542565E+00
+38.44300E-03,+25.00010E-03,+3.30542565E+00
+38.49250E-03,+25.31390E-03,+3.30542565E+00
+38.54200E-03,+25.31390E-03,+3.30542565E+00
+38.59150E-03,+25.31390E-03,+3.30542565E+00
+38.64100E-03,+25.31390E-03,+3.30239217E+00
+38.69050E-03,+22.48964E-03,+3.30406581E+00
+38.74000E-03,+25.31390E-03,+3.30542565E+00
+38.78950E-03,+25.31390E-03,+3.30542565E+00
+38.83900E-03,+25.31390E-03,+3.30542565E+00
+38.88850E-03,+27.30135E-03,+3.30542565E+00
+38.93800E-03,+29.49800E-03,+3.30542565E+00
+38.98750E-03,+27.92897E-03,+3.30804071E+00
+39.03700E-03,+29.49800E-03,+3.30678548E+00
+39.08650E-03,+25.31390E-03,+3.30960975E+00
+39.13600E-03,+25.31390E-03,+3.30866832E+00
+39.18550E-03,+26.04612E-03,+3.30542565E+00
+39.23500E-03,+25.31390E-03,+3.30542565E+00
+39.28450E-03,+25.31390E-03,+3.30573945E+00
+39.33400E-03,+29.49800E-03,+3.30542565E+00
+39.38350E-03,+25.31390E-03,+3.30542565E+00
+39.43300E-03,+29.49800E-03,+3.30929594E+00
+39.48250E-03,+25.31390E-03,+3.30176456E+00
+39.53200E-03,+25.31390E-03,+3.30197376E+00
+39.58150E-03,+26.25533E-03,+3.30542565E+00
+39.63100E-03,+28.34738E-03,+3.30542565E+00
+39.68050E-03,+26.67374E-03,+3.30542565E+00
+39.73000E-03,+29.49800E-03,+3.30542565E+00
+39.77950E-03,+25.31390E-03,+3.30364740E+00
+39.82900E-03,+27.30135E-03,+3.30542565E+00
+39.87850E-03,+25.31390E-03,+3.30542565E+00
+39.92800E-03,+27.09215E-03,+3.30124155E+00
+39.97750E-03,+29.49800E-03,+3.30542565E+00
+40.02700E-03,+29.49800E-03,+3.30542565E+00
+40.07650E-03,+29.49800E-03,+3.30542565E+00
+40.12600E-03,+29.49800E-03,+3.30866832E+00
+40.17550E-03,+29.49800E-03,+3.30270598E+00
+40.22500E-03,+29.49800E-03,+3.30542565E+00
+40.27450E-03,+25.62771E-03,+3.30124155E+00
+40.32400E-03,+25.31390E-03,+3.30542565E+00
+40.37350E-03,+29.49800E-03,+3.30124155E+00
+40.42300E-03,+25.62771E-03,+3.30124155E+00
+40.47250E-03,+25.31390E-03,+3.30542565E+00
+40.52200E-03,+25.31390E-03,+3.30124155E+00
+40.57150E-03,+26.25533E-03,+3.30124155E+00
+40.62100E-03,+25.31390E-03,+3.30124155E+00
+40.67050E-03,+28.13817E-03,+3.30542565E+00
+40.72000E-03,+27.92897E-03,+3.30542565E+00
+40.76950E-03,+29.49800E-03,+3.30124155E+00
+40.81900E-03,+27.30135E-03,+3.30343820E+00
+40.86850E-03,+27.30135E-03,+3.30322899E+00
+40.91800E-03,+27.09215E-03,+3.30542565E+00
+40.96750E-03,+29.49800E-03,+3.30542565E+00
+41.01700E-03,+26.67374E-03,+3.30542565E+00
+41.06650E-03,+28.34738E-03,+3.30845912E+00
+41.11600E-03,+29.49800E-03,+3.30636707E+00
+41.16550E-03,+29.49800E-03,+3.30960975E+00
+41.21500E-03,+29.49800E-03,+3.30960975E+00
+41.26450E-03,+29.18420E-03,+3.30573945E+00
+41.31400E-03,+29.39340E-03,+3.30542565E+00
+41.36350E-03,+29.39340E-03,+3.30542565E+00
+41.41300E-03,+29.18420E-03,+3.30542565E+00
+41.46250E-03,+28.97499E-03,+3.30542565E+00
+41.51200E-03,+29.49800E-03,+3.30542565E+00
+41.56150E-03,+29.49800E-03,+3.30542565E+00
+41.61100E-03,+29.49800E-03,+3.30960975E+00
+41.66050E-03,+29.49800E-03,+3.30542565E+00
+41.71000E-03,+27.92897E-03,+3.30542565E+00
+41.75950E-03,+29.49800E-03,+3.30542565E+00
+41.80900E-03,+29.49800E-03,+3.30762230E+00
+41.85850E-03,+27.51056E-03,+3.30542565E+00
+41.90800E-03,+29.49800E-03,+3.30542565E+00
+41.95750E-03,+29.49800E-03,+3.30542565E+00
+42.00700E-03,+29.49800E-03,+3.30542565E+00
+42.05650E-03,+29.49800E-03,+3.30239217E+00
+42.10600E-03,+29.49800E-03,+3.30124155E+00
+42.15550E-03,+29.49800E-03,+3.30542565E+00
+42.20500E-03,+29.49800E-03,+3.30542565E+00
+42.25450E-03,+29.49800E-03,+3.30542565E+00
